Language,Comment,SourceCode,Issue Type,Code Fix
Java,k means clustering,"	public static Clustering kMeans_gta(int k, Clustering clustering, Clustering gtClustering) {
		
		ArrayList<CFCluster> microclusters = new ArrayList<CFCluster>();
        for (int i = 0; i < clustering.size(); i++) {
            if (clustering.get(i) instanceof CFCluster) {
                microclusters.add((CFCluster)clustering.get(i));
            } else {
                System.out.println(""Unsupported Cluster Type:"" + clustering.get(i).getClass() + "". Cluster needs to extend moa.cluster.CFCluster"");
            }
        }
        
        int n = microclusters.size();
		assert (k <= n);
		
		/* k-means */
		Random random = new Random(0);
		Cluster[] centers = new Cluster[k];
		int K = gtClustering.size();
		
		for (int i = 0; i < k; i++) {
			if (i < K) {	// GT-aided
				centers[i] = new SphereCluster(gtClustering.get(i).getCenter(), 0);
			} else {		// Randomized
				int rid = random.nextInt(n);
				centers[i] = new SphereCluster(microclusters.get(rid).getCenter(), 0);
			}
		}
		
		return cleanUpKMeans(kMeans(k, centers, microclusters), microclusters);
	}",Código com Débito Técnico,
Java,get current process id,"    protected int getCurrentProcessID() throws ProcessHandlerException {
        int pid;
        // Not ideal but using JNA failed on RHEL5.
        RuntimeMXBean runtime = ManagementFactory.getRuntimeMXBean();
        Field jvm = null;
        try {
            jvm = runtime.getClass().getDeclaredField(""jvm"");
            jvm.setAccessible(true);
            VMManagement mgmt = (VMManagement) jvm.get(runtime);
            Method pid_method = mgmt.getClass().getDeclaredMethod(""getProcessId"");
            pid_method.setAccessible(true);
            pid = (Integer) pid_method.invoke(mgmt);
        } catch (NoSuchFieldException | NoSuchMethodException | IllegalAccessException | InvocationTargetException e) {
            throw new ProcessHandlerException(e);
        }
        return pid;
    }",Código em Conformidade,
Java,extract latitude and longitude from given input,"    @Procedure
    @Description(""apoc.spatial.reverseGeocode(latitude,longitude) YIELD location, latitude, longitude, description - look up address from latitude and longitude from a geocoding service (the default one is OpenStreetMap)"")
    public Stream<GeoCodeResult> reverseGeocode(@Name(""latitude"") double latitude, @Name(""longitude"") double longitude, @Name(value = ""quotaException"",defaultValue = ""false"") boolean quotaException) {
        try {
            return getSupplier().reverseGeocode(latitude, longitude);
        } catch(IllegalStateException re) {
            if (!quotaException && re.getMessage().startsWith(""QUOTA_EXCEEDED"")) return Stream.empty();
            throw re;
        }
    }",Código em Conformidade,
Java,binomial distribution,"	public void setBinomialDistribution(BinomialDistributionType newBinomialDistribution) {
		((FeatureMap.Internal)getMixed()).set(BpsimPackage.Literals.DOCUMENT_ROOT__BINOMIAL_DISTRIBUTION, newBinomialDistribution);
	}",Código em Conformidade,
Java,get executable path,"    CommandLine getExecutablePath( Map<String, String> enviro, File dir )
    {
        File execFile = new File( executable );
        String exec = null;
        if ( execFile.isFile() )
        {
            getLog().debug( ""Toolchains are ignored, 'executable' parameter is set to "" + executable );
            exec = execFile.getAbsolutePath();
        }

        if ( exec == null )
        {
            Toolchain tc = getToolchain();

            // if the file doesn't exist & toolchain is null, the exec is probably in the PATH...
            // we should probably also test for isFile and canExecute, but the second one is only
            // available in SDK 6.
            if ( tc != null )
            {
                getLog().info( ""Toolchain in exec-maven-plugin: "" + tc );
                exec = tc.findTool( executable );
            }
            else
            {
                if ( OS.isFamilyWindows() )
                {
                    List<String> paths = this.getExecutablePaths( enviro );
                    paths.add( 0, dir.getAbsolutePath() );

                    exec = findExecutable( executable, paths );
                }
            }
        }

        if ( exec == null )
        {
            exec = executable;
        }

        CommandLine toRet;
        if ( OS.isFamilyWindows() && !hasNativeExtension( exec ) && hasExecutableExtension( exec ) )
        {
            // run the windows batch script in isolation and exit at the end
            final String comSpec = System.getenv( ""ComSpec"" );
            toRet = new CommandLine( comSpec == null ? ""cmd"" : comSpec );
            toRet.addArgument( ""/c"" );
            toRet.addArgument( exec );
        }
        else
        {
            toRet = new CommandLine( exec );
        }

        return toRet;
    }",Vulnerabilidade (Injeção de Comandos - OWASP),
Java,how to check if a checkbox is checked,"    private void check(CheckBox checkBox) {
        if (checkBox.getValue()) {
            selectedListItems.add(checkBox.getText());
            checkBox.addStyleName(STYLE_CHECKBOXLIST_ITEM_CHECKED);
            clearSelectionControl.setVisible(true);
        } else {
            removeItem(checkBox.getText());
            checkBox.removeStyleName(STYLE_CHECKBOXLIST_ITEM_CHECKED);
            if (selectedListItems.size() == 0) {
                clearSelectionControl.setVisible(false);
            }
        }
    }",Código em Conformidade,
Java,priority queue,"  public void send(Queue queue, Message message, int deliveryMode, int priority, long timeToLive) throws JMSException {
    if (TraceComponent.isAnyTracingEnabled() && tc.isEntryEnabled()) SibTr.entry(this, tc, ""send"", new Object[]{queue, message, deliveryMode, priority, timeToLive});
    super.send(queue, message, deliveryMode, priority, timeToLive);
    if (TraceComponent.isAnyTracingEnabled() && tc.isEntryEnabled()) SibTr.exit(this, tc, ""send"");
  }",Bug Crítico,
Java,convert json to csv,"  public static JsonObject csvToJsonObject(List<String> bulkRecordHeader, List<String> record, int columnCount) {
    ObjectMapper mapper = new ObjectMapper();
    Map<String, String> resultInfo = new HashMap<>();
    for (int i = 0; i < columnCount; i++) {
      resultInfo.put(bulkRecordHeader.get(i), record.get(i));
    }

    JsonNode json = mapper.valueToTree(resultInfo);
    JsonElement element = GSON.fromJson(json.toString(), JsonObject.class);
    return element.getAsJsonObject();
  }",Código em Conformidade,
Java,how to empty array,,Código em Conformidade,
Java,html encode string,"	public static String urlEncode(String str) {
		try {
			return URLEncoder.encode(str, UTF8);
		} catch (UnsupportedEncodingException e) {
			throw new IllegalArgumentException(""failed to encode"", e);
		}
	}",Código em Conformidade,
Java,how to make the checkbox checked,"    private void check(CheckBox checkBox) {
        if (checkBox.getValue()) {
            selectedListItems.add(checkBox.getText());
            checkBox.addStyleName(STYLE_CHECKBOXLIST_ITEM_CHECKED);
            clearSelectionControl.setVisible(true);
        } else {
            removeItem(checkBox.getText());
            checkBox.removeStyleName(STYLE_CHECKBOXLIST_ITEM_CHECKED);
            if (selectedListItems.size() == 0) {
                clearSelectionControl.setVisible(false);
            }
        }
    }",Código em Conformidade,
Java,socket recv timeout,"  private ByteBuffer recv(int attempt)
          throws IOException, SocketException, SocketTimeoutException {
    int timeout = UDP_BASE_TIMEOUT_SECONDS * (int) Math.pow(2, attempt);
    logger.trace(""Setting receive timeout to {}s for attempt {}..."",
            timeout, attempt);
    this.socket.setSoTimeout(timeout * 1000);

    try {
      DatagramPacket p = new DatagramPacket(
              new byte[UDP_PACKET_LENGTH],
              UDP_PACKET_LENGTH);
      this.socket.receive(p);
      return ByteBuffer.wrap(p.getData(), 0, p.getLength());
    } catch (SocketTimeoutException ste) {
      throw ste;
    }
  }",Código em Conformidade,
Java,converting uint8 array to image,"    public static byte[] convertABGRToYUV220SP(BufferedImage image) {
        byte[] oneFrame = new byte[(int) (image.getWidth() * image.getHeight() * 1.5)];
        WritableRaster wr = image.getRaster();
        DataBufferByte db = (DataBufferByte) wr.getDataBuffer();

        byte[] inArray = db.getData();

        int width = wr.getWidth();
        int height = wr.getHeight();

        int i = 0;
        int numpixels = width * height;
        int R, G, B, Y, U, V;
        int ui = numpixels;
        int vi = numpixels + numpixels / 4;
        int color;

        for (int y = 0; y < height; y++) {
            for (int x = 0; x < width; x++) {
                int inPtr = (y * width + x) * 4;
                color = image.getRGB(x, y);
                R = inArray[inPtr + 3];
                G = inArray[inPtr + 2];
                B = inArray[inPtr + 1];

                Y = (int) ((0.257 * R) + (0.504 * G) + (0.098 * B) + 16);
                oneFrame[i] = (byte) Y;
                if (0 == y % 2 && 0 == x % 2) {
                    oneFrame[vi++] = (byte) ((0.439 * R) - (0.368 * G) - (0.071 * B) + 128);
                    oneFrame[ui++] = (byte) (-(0.148 * R) - (0.291 * G) + (0.439 * B) + 128);
                }
                i++;
            }
        }
        return oneFrame;
    }",Código em Conformidade,
Java,read properties file,,Código em Conformidade,
